,1,2,3,4,5,MostLikelyRegime
2021-02-28,0.0,0.0,8.02432360701663e-139,6.50215288025384e-07,0.9999993497847139,5.0
2021-03-31,0.0,2.4120120588362322e-253,1.0,0.0,2.2507290966144237e-158,3.0
2021-04-30,0.0,5.1940924248773726e-259,1.0,0.0,5.818815593735596e-172,3.0
2021-05-31,0.0,7.300965787918823e-270,1.0,0.0,1.0109508768334194e-171,3.0
2021-06-30,0.0,5.2755691575559245e-264,1.0,0.0,3.136429107041993e-164,3.0
2021-07-31,0.0,2.77e-322,1.0,0.0,4.836867546910535e-220,3.0
2021-08-31,0.0,1.6200011594546648e-299,1.0,0.0,9.90291162342592e-184,3.0
2021-09-30,0.0,5.73e-322,1.0,0.0,8.76635504595683e-197,3.0
2021-10-31,0.0,1.3091438613066835e-294,1.0,0.0,1.2851827536520373e-170,3.0
2021-11-30,0.0,7.830037393712105e-255,1.0,0.0,6.759036241135537e-145,3.0
2021-12-31,0.0,1.1010154543481864e-123,2.8709624510138928e-05,0.0,0.9999712903755978,5.0
2022-01-31,0.0,3.1093028658107125e-115,4.465591215935821e-06,0.0,0.9999955344087202,5.0
2022-02-28,0.0,3.0158740426801015e-111,1.7957897421508528e-07,0.0,0.9999998204211967,5.0
2022-03-31,0.0,5.49610679956381e-138,4.153250553667458e-11,0.0,0.999999999958618,5.0
2022-04-30,0.0,1.7514902503658865e-136,6.5380968232379615e-12,0.0,0.9999999999936335,5.0
2022-05-31,0.0,5.437740055916114e-143,3.825963694192457e-12,0.0,0.999999999996362,5.0
2022-06-30,0.0,1.174794384372768e-191,4.26112156890372e-15,0.0,1.0,5.0
2022-07-31,0.0,7.451133819287886e-180,1.9960903148998937e-12,0.0,0.999999999998181,5.0
2022-08-31,0.0,4.113518772999616e-117,1.3989154756587448e-12,0.0,0.9999999999986358,5.0
2022-09-30,0.0,4.8090339208881955e-83,3.86014777077809e-17,0.0,1.0,5.0
2022-10-31,0.0,1.4166284971077326e-247,2.574914905301394e-18,0.0,1.0,5.0
2022-11-30,1.828829404576446e-298,1.1944014436643517e-87,7.60704573298958e-15,0.0,1.0,5.0
2022-12-31,2.0301254306480213e-242,1.4962163124252278e-94,6.779212129687869e-13,0.0,0.9999999999995453,5.0
2023-01-31,5.606747513067128e-206,1.477803572770419e-58,2.108828886988079e-12,0.0,0.9999999999977263,5.0
2023-02-28,6.974097188411601e-52,2.5384323628450577e-154,8.789781058489553e-14,3.457407725118306e-292,1.0,5.0
2023-03-31,8.791219202693352e-47,2.4434355956731293e-162,2.5782809935236534e-11,0.0,0.9999999999740794,5.0
2023-04-30,4.3713417073116784e-45,7.364351220709283e-235,6.168594548320342e-12,0.0,0.9999999999936335,5.0
2023-05-31,1.677010649172355e-39,1.704951536741287e-156,3.930998026599072e-12,0.0,0.9999999999959073,5.0
2023-06-30,2.0652224547971432e-25,4.427678022017748e-122,1.5564335403754758e-12,2.0804604689809748e-241,0.9999999999986358,5.0
2023-07-31,1.4357929238696302e-08,2.533129403007215e-138,1.7340131646608014e-13,0.0,0.9999999856418071,5.0
2023-08-31,0.9956128183833683,5.933930866328118e-92,1.02125868714351e-17,1.873791943004196e-203,0.00438718161643241,1.0
2023-09-30,0.9999544450082971,8.052035385677195e-121,1.5601122069682283e-20,0.0,4.555499154818414e-05,1.0
2023-10-31,0.999997300819364,4.047807042435777e-216,1.0328079065675772e-25,0.0,2.6991804520422684e-06,1.0
