Date,Mortgage_Rate,AL,AL_monthly,GDP,CPI,Treasury,Credit_Availability,Corp_debt,unemployment,BusinessConfidenceIndex,Regimes,usedauto,retailauto,luxury,MultiFamilyPermits,SingleFamilyPermits,HPI,mhi
1978-01-01,9.05,2.1735080972142966,26.292252458155595,2202.76,62.7,0.47,0.0,737951.0,6.4,100.8892,5.0,6330.573486670212,8.044,175.08349497316829,0.0,0.0,51.71,47371.27710712225
1978-02-01,9.15,2.154436724357542,26.059584932146265,2245.717666666667,63.0,0.47,0.0,741642.0,6.3,100.7193,5.0,5882.636190439527,8.543,178.8569468277607,0.0,315.41110864836025,53.39666666666667,47334.48260252485
1978-03-01,9.25,2.1356479957808245,25.830357077913703,2288.675333333333,63.4,0.45,0.0,745333.0,6.3,100.7135,5.0,5814.550069215402,8.96,181.6474657829604,28.578689559679162,374.6246086434174,55.083333333333336,47338.962001227446
1978-04-01,9.43,2.102523504638374,25.426211671225293,2331.633,63.9,0.27,0.0,749024.0,6.1,100.9957,5.0,6077.323549241179,9.751,179.6671104200338,509.7332889763094,406.0626445272616,56.77,47335.59250896787
1978-05-01,9.68,2.057951162825012,24.882368599616157,2352.773,64.5,0.3,0.0,756530.6666666666,6.0,101.3697,5.0,6081.236114222492,9.788,172.36575708808618,352.8859132523457,386.7642959565062,57.2,47341.78454815284
1978-06-01,9.73,2.049230780650697,24.77596600609472,2373.913,65.0,0.14,0.0,764037.3333333334,5.9,101.6347,5.0,6172.708187005943,9.742,176.10675785077174,387.58039711277087,405.21304224659326,57.63,47335.70155911585
1978-07-01,9.75,2.0457603798160795,24.733621455868,2395.053,65.5,0.09,0.0,771544.0,6.2,101.7659,1.0,5943.493622106113,9.091,184.6282786294937,272.0243695871166,418.20168431138757,58.06,47342.8370951391
1978-08-01,9.8,2.0371284246820904,24.6282973072798,2422.3516666666665,65.9,-0.07,0.0,777431.6666666666,5.9,101.7152,1.0,6062.59905002226,9.571,186.00739186514255,399.9706468002063,417.2168076612514,58.71666666666667,47337.26937731052
1978-09-01,9.78,2.0405736794944747,24.67033515422865,2449.650333333333,66.5,-0.14,0.0,783319.3333333334,6.0,101.6572,1.0,5673.062395106064,8.725,184.56729625998284,282.085457188109,394.6853912498152,59.373333333333335,47344.02199189315
1978-10-01,9.88,2.023446954980689,24.4613603330834,2476.949,67.1,-0.53,0.0,789207.0,5.8,101.6183,4.0,5602.783696812387,9.38,187.95063259791024,294.29572817517635,347.30797880395227,60.03,47338.69139650567
1978-11-01,10.28,1.957355820976437,23.65494575263253,2493.5026666666668,67.5,-0.69,0.0,791735.3333333334,5.9,101.58,2.0,5940.429373957861,9.132,184.914821048755,269.63898749143937,309.53461494713247,60.75666666666667,47345.25903182524
1978-12-01,10.38,1.9414148815193224,23.46044783237985,2510.056333333333,67.9,-0.83,0.0,794263.6666666666,6.0,101.4282,2.0,6951.414943391427,9.239,183.0785676529923,216.67326932419712,272.08825665677,61.483333333333334,47340.12524299707
1979-01-01,10.4,1.938253733473632,23.4218786345046,2526.61,68.5,-0.69,0.0,796792.0,5.9,101.2578,5.0,7269.023333342335,9.026,175.41675039746457,304.8922205817245,267.7028716116871,62.21,47346.4918996992
1979-02-01,10.4,1.938253733473632,23.4218786345046,2548.1556666666665,69.2,-0.72,0.0,799499.0,5.9,101.1037,5.0,6384.942281069467,9.176,176.57454572407997,247.82050813030443,277.1667709743804,64.07333333333334,47434.82270488002
1979-03-01,10.45,1.9303898857522996,23.325932507596125,2569.7013333333334,69.9,-0.61,0.0,802206.0,5.8,100.9116,5.0,6249.718294633332,8.791,176.90157455676956,200.63458211795592,269.58172862700144,65.93666666666667,47483.88254027122
1979-04-01,10.53,1.917922619267698,23.173822885057128,2591.247,70.6,-0.56,0.0,804913.0,5.8,100.6257,4.0,6403.557151685475,8.374,176.4476488478354,179.15179880974782,291.68768718374116,67.8,47528.412364124546
1979-05-01,10.75,1.8843513233921008,22.7642466644342,2616.686333333333,71.4,-0.5,0.0,812115.0,5.6,100.27,5.0,6324.318144237882,8.236,179.98307146741553,297.84657744221744,284.53290331953133,68.27666666666667,47574.95976259205
1979-06-01,11.1,1.8330163294651856,22.138015623147044,2642.125666666667,72.2,-0.16,0.0,819317.0,5.7,99.9022,5.0,6395.66273155401,7.291,180.7049395616488,203.92740897825522,285.9712062017772,68.75333333333333,47623.31710823052
1979-07-01,11.08,1.8358834049263515,22.17298829921601,2667.565,73.0,-0.3,0.0,826519.0,5.7,99.57,5.0,6028.55056703623,8.328,186.81254873650911,237.47361607791126,265.3725322124771,69.23,47668.37444201764
1979-08-01,11.13,1.8287304532602704,22.085736993419328,2686.337666666667,73.7,-0.6,0.0,832718.0,6.0,99.30282,5.0,5835.935066629238,8.586,189.0186041729275,315.1681368617833,317.57186190603335,70.12,47716.294696035206
1979-09-01,11.35,1.7978323907298484,21.708869625942757,2705.110333333333,74.4,-0.66,0.0,838917.0,5.9,99.13361,5.0,5684.51627910152,8.485,185.7315332573937,232.33697439782972,375.59725527978173,71.01,47761.61881855223
1979-10-01,12.0,1.7117265931293144,20.658895354301205,2723.883,75.2,-1.34,0.0,845116.0,6.0,98.96733,5.0,5752.8589098103375,7.321,186.95938325108213,348.10303135704635,309.8428077804731,71.9,47809.460393269226
1979-11-01,12.9,1.6040403215881684,19.34652098202404,2745.869333333333,76.0,-0.95,0.0,851227.6666666666,5.9,98.77229,5.0,5929.1222086773305,7.33,195.52315378521595,297.5182567122671,303.19503403022,72.83666666666667,47854.79847023674
1979-12-01,12.9,1.6040403215881684,19.34652098202404,2767.855666666667,76.9,-0.9,0.0,857339.3333333334,6.0,98.6135,5.0,7328.708921944893,7.817,198.12380540260008,381.27634812210414,273.3634614957855,73.77333333333333,47902.606558861575
1980-01-01,12.89,1.6051695657527016,19.360277755895225,2789.842,78.0,-0.62,0.0,863451.0,6.3,98.62623,5.0,7395.212859671964,8.345,198.6343097805453,414.74796195429457,262.71610909676843,74.71,47947.98749525639
