Date,Mortgage_Rate,AL,AL_monthly,GDP,CPI,Treasury,Credit_Availability,Corp_debt,unemployment,BusinessConfidenceIndex,Regimes,usedauto,retailauto,luxury,MultiFamilyPermits,SingleFamilyPermits,HPI,mhi
1996-07-01,8.19,2.3500248032626905,28.445114123983053,8131.408,157.0,0.58,9575.0,5224811.0,5.5,99.53486,2.0,3571.0,7.101,111.6,374.17303059851145,99.86196829376507,100.11,40164.25
1996-08-01,8.09,2.3721075384631907,28.714341503965823,8174.195666666667,157.2,0.62,10505.0,5257598.0,5.1,99.53878,2.0,3511.0,7.157,111.7,324.2351545682315,92.32374332148257,100.42,40296.875
1996-09-01,8.16,2.3566135390080603,28.52544520786632,8216.983333333334,157.7,0.62,11435.0,5290385.0,5.2,99.55099,2.0,3221.0,7.253,111.4,371.21392529029833,92.11989047194236,100.73,40429.5
1996-10-01,7.86,2.4242282706206137,29.34967281188512,8259.771,158.2,0.6,12365.0,5323172.0,5.2,99.6553,2.0,3526.0,6.818,113.5,397.9752490430618,84.9994427235394,101.04,40562.125
1996-11-01,7.52,2.5048286259868107,30.33181480020494,8294.065666666667,158.7,0.47,11550.666666666666,5342411.333333333,5.4,99.91382,2.0,3262.0,6.987,109.8,353.9224850304968,91.49033528679217,101.09666666666666,40694.75
1996-12-01,7.64,2.4758828788059537,29.97915262247556,8328.360333333334,159.1,0.55,10736.333333333334,5361650.666666667,5.4,100.1297,2.0,3006.0,6.888,113.3,326.06247843138004,86.55075833996602,101.15333333333334,40827.375
1997-01-01,7.88,2.419620887539056,29.29351728897456,8362.655,159.4,0.59,9922.0,5380890.0,5.3,100.1424,2.0,3377.0,7.319,119.6,326.71330206863644,86.01720583469923,101.21,40960.0
1997-02-01,7.65,2.4734956290310643,29.950064787447168,8414.711666666668,159.7,0.47,11879.0,5379310.333333333,5.2,100.0995,2.0,3834.0,6.958,120.8,340.4286415545123,90.04390040345369,101.52333333333333,41108.0
1997-03-01,7.97,2.3990662006936487,29.04297741483789,8466.768333333333,159.8,0.47,13836.0,5377730.666666667,5.2,100.1333,2.0,4089.0,7.039,126.8,290.9942381200139,103.45981653342619,101.83666666666667,41256.0
1997-04-01,8.08,2.3743348136616897,28.74149439557809,8518.825,159.9,0.43,15793.0,5376151.0,5.1,100.2492,2.0,4115.0,6.757,124.7,332.43949268919937,99.60681797745592,102.15,41404.0
1997-05-01,7.94,2.405885473874706,29.126100008478037,8566.824333333334,159.9,0.45,17353.333333333332,5388482.666666667,4.9,100.4466,2.0,4022.0,6.728,121.2,341.56230980277496,86.26746821311613,102.85333333333334,41552.0
1997-06-01,7.58,2.490286486133898,30.15464726192148,8614.823666666667,160.2,0.43,18913.666666666668,5400814.333333333,5.0,100.581,2.0,4088.0,6.48,120.2,310.2115091979008,77.1723751181762,103.55666666666667,41700.0
1997-07-01,7.43,2.526905275786147,30.60074603632892,8662.823,160.4,0.28,20474.0,5413146.0,4.9,100.6983,2.0,4066.0,7.002,122.1,320.9495735783409,75.61119053120728,104.26,41848.0
1997-08-01,7.58,2.490286486133898,30.15464726192148,8697.184333333333,160.8,0.37,24590.0,5442893.333333333,4.8,100.6345,2.0,3864.0,7.106,118.8,327.9682019709709,74.30896340227899,104.77333333333334,41996.0
1997-09-01,7.28,2.5644165587483245,31.057612602729343,8731.545666666667,161.2,0.32,28706.0,5472640.666666667,4.9,100.5185,2.0,3741.0,6.546,118.4,369.41270655080547,78.27693539702653,105.28666666666666,42144.0
1997-10-01,7.21,2.58223496924665,31.274592156032814,8765.907,161.5,0.21,32822.0,5502388.0,4.7,100.5264,2.0,3822.0,6.667,119.7,335.350455741978,71.76683982433035,105.8,42292.0
1997-11-01,7.17,2.592507974183732,31.399677605499036,8799.431333333332,161.7,0.1,39811.66666666666,5515734.0,4.6,100.465,2.0,3294.0,6.654,120.0,366.92254491364116,70.73246760696848,106.67,42440.0
1997-12-01,6.99,2.63957233649782,31.972626779667447,8832.955666666667,161.8,0.09,46801.333333333336,5529080.0,4.7,100.3182,2.0,3374.0,7.092,117.2,350.7252602972563,60.6399954085194,107.53999999999999,42588.0
1998-01-01,7.12,2.60544337226427,31.55716834021141,8866.48,162.0,0.21,53791.0,5542426.0,4.6,100.1534,2.0,3681.0,6.202,121.8,463.7716548610497,66.54953351866205,108.41,42736.0
1998-02-01,7.09,2.6132552312098207,31.652272331737976,8900.886333333334,162.0,0.07,56123.333333333336,5544262.333333333,4.6,100.0024,1.0,4154.0,6.454,122.5,452.70167591193655,58.29321734242714,109.46333333333332,42667.416666666664
